f1484_21,1,,21,train,26414840,26414840,132030150
f1727_36,1,,19,train,26414840,26414840,132030150
f2251_74,1,,23,train,26414840,26414840,264060300
f4007_21,1,,32,train,26414840,26414840,264060300
f0109_19,1,,44,train,26414840,26414840,396090450
f0088_22,1,,54,train,26414840,26414840,528120600
f2044_20,1,,42,train,26414840,26414840,396090450
f2046_26,1,,41,train,26414840,26414840,396090450
f1832_47,1,,42,train,26414840,26414840,396090450
f1924_29,1,,99,train,26414840,26414840,1056241200
f1823_43,1,,92,train,26414840,26414840,1056241200
f0892_23,1,,109,train,26414840,26414840,1188271350
f1965_23,1,,31,train,26414840,26414840,264060300
f3961_03,1,,113,train,26414840,26414840,1320301500
f1665_00,1,,120,train,26414840,26414840,1320301500
f1548_21,1,,109,train,26414840,26414840,1188271350
f1163_43,1,,121,train,26414840,26414840,1320301500
f2583_71,1,,133,train,26414840,26414840,1452331650
f1686_01,1,,113,train,26414840,26414840,1320301500
f1914_02,1,,116,train,26414840,26414840,1320301500
f3222_24,1,,138,train,26414840,26414840,1584361800
f2057_23,1,,135,train,26414840,26414840,1584361800
f1674_35,1,,119,train,26414840,26414840,1320301500
f2599_91,1,,144,train,26414840,26414840,1584361800
f1798_42,1,,147,train,26414840,26414840,1716391950
f3681_31,1,,154,train,26414840,26414840,1716391950
f3929_28,1,,136,train,26414840,26414840,1584361800
f2207_75,1,,148,train,26414840,26414840,1716391950
f3409_20,1,,145,train,26414840,26414840,1716391950
f4054_12,1,,153,train,26414840,26414840,1716391950
f3888_32,1,,148,train,26414840,26414840,1716391950
f2437_50,1,,166,train,26414840,26414840,1848422100
f2162_62,1,,160,train,26414840,26414840,1848422100
f3632_10,1,,149,train,26414840,26414840,1716391950
f3149_41,1,,156,train,26414840,26414840,1848422100
f1791_04,1,,165,train,26414840,26414840,1848422100
f4084_14,1,,163,train,26414840,26414840,1848422100
f2564_59,1,,154,train,26414840,26414840,1716391950
f2211_73,1,,164,train,26414840,26414840,1848422100
f3545_06,1,,159,train,26414840,26414840,1848422100
f3459_46,1,,145,train,26414840,26414840,1716391950
f2175_59,1,,150,train,26414840,26414840,1716391950
f3896_07,1,,165,train,26414840,26414840,1848422100
f2363_77,1,,174,train,26414840,26414840,1980452250
f2367_63,1,,152,train,26414840,26414840,1716391950
f3161_02,1,,177,train,26414840,26414840,1980452250
f1740_04,1,,171,train,26414840,26414840,1980452250
f3115_25,1,,171,train,26414840,26414840,1980452250
